BSN,Building,Name,eMail,Internet,Notizen,AktuellerTarif,AktuelleBandbreite,Modified,LetzterTarif,LetzteBandbreite,Latest,LatestSource,Standort,Straße,PLZ,lat,lng,TelekomTarif,TelekomDownload,TelekomUpload,TelekomLTE
02K03,02K03a,Hector-Peterson-Schule,sekretariat@hps-berlin.schule,http://www.hps-berlin.schule,,VDSL 50,50,September 2019,,,,,Hauptstandort,Tempelhofer Ufer 15,10963,52.49832,13.3841,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
02K04,02K04,Lina-Morgenstern-Schule (Gemeinschaftsschule),schulleitung@lmg.schule.berlin.de,http://lina-morgenstern-gemeinschaftsschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Gneisenaustr. 7,10961,52.49178,13.38971,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
02K05,02K05,Schule am Königstor (Integrierte Sekundarschule),sek@koenigstor-os.schule-berlin-fk.de,www.schule-am-koenigstor.de,,< DSL 16000,6,September 2019,,,,,Hauptstandort,Weinstr. 3,10249,52.525666,13.425987,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
02K06,02K06,Emanuel-Lasker-Schule,sekretariat@els.schule,http://www.els.schule,,DSL 16000,16,September 2019,,,,,Hauptstandort,Modersohnstr. 53,10245,52.50277,13.45729,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
02K07,02K07,Georg-Weerth-Schule,info@georg-weerth-schule.de,http://www.georg-weerth-schule.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Eckertstr. 16,10249,52.518996,13.450401,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
02K08,02K08a,Refik-Veseli-Schule (Integrierte Sekundarschule),sekretariat@refik-veseli-schule.eu,http://www.schule-skalitzer.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Skalitzer Str. 55,10997,52.499022,13.435697,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
02K08,02K08b,Refik-Veseli-Schule (Integrierte Sekundarschule),,,,DSL 16000,16,September 2019,,,,,Filiale,,,,,,,,
02K09,02K09,Albrecht-von-Graefe-Schule (Integrierte Sekundarschule),sekretariat@graefemail.de,http://www.albrecht-von-graefe-schule.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Graefestr. 85-88,10967,52.494205,13.418709,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
02K10,02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule),sekretariat@ferdinand-freiligrath-schule.de,http://www.ferdinand-freiligrath-schule.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Bergmannstr. 64,10961,52.488798,13.40149,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
02S01,02S01,Temple-Grandin-Schule,Schulleitung@temple-grandin.schule.berlin.de,http://www.temple-grandin-schule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Lasdehner Str. 19,10243,52.514599,13.449366,MagentaZuhause via Funk,50 MBit/s,10 MBit/s,0
02S02,02S02,Gustav-Meyer-Schule,02S02@02S02.schule.berlin.de,,,< DSL 16000,6,September 2019,,,,,Hauptstandort,Kohlfurter Str. 22,10999,52.497102,13.416721,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
02S03,02S03,Margarethe-von-Witzleben-Schule,schulleitung@witzleben.schule.berlin.de,http://www.witzleben-schule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Palisadenstr. 76-77,10243,52.51984,13.4346,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
02S06,02S06,Liebmann-Schule,02S06@02S06.schule.berlin.de,,,unbekannt,-,September 2019,,,,,Hauptstandort,Friedrichstr. 13,10969,52.501885,13.391531,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
02Y01,02Y01,Andreas-Gymnasium,sekretariat@andreas.schule.berlin.de,http://www.andreas-schule.org,,VDSL 100,100,September 2019,,,,,Hauptstandort,Koppenstr. 76,10243,52.514039,13.434606,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
02Y03,02Y03,Heinrich-Hertz-Gymnasium,Sek@H.Hertz-OS.Schule-Berlin-FK.de,http://www.hhgym.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Rigaer Str. 81-82,10247,52.51695,13.46306,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
02Y04,02Y04,Georg-Friedrich-Händel-Gymnasium,sekretariat@haendelgym.de,http://www.haendelgym.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Frankfurter Allee 6A,10247,52.515331,13.455796,MagentaZuhause XL,175 MBit/s,50 MBit/s,300 MBit/s
02Y05,02Y05,Dathe-Gymnasium,sek@dathe-gymnasium.de,http://www.dathe-gymnasium.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Helsingforser Str. 11-13,10243,52.510001,13.445399,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
02Y06,02Y06,Leibniz-Gymnasium,sekretariat@leibnizschule-berlin.de,http://www.leibnizschule-berlin.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Schleiermacherstr. 23,10961,52.48978,13.39747,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
02Y07,02Y07a,Robert-Koch-Gymnasium,Koch-Gymnasium@web.de,http://www.Robert-Koch-Oberschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Dieffenbachstr. 60,10967,52.493088,13.415334,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
02Y07,02Y07b,Robert-Koch-Gymnasium,,,,DSL 16000,16,September 2019,,,,,2. Anschluss,,,52.493019,13.416159,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
02Y08,02Y08a,Hermann-Hesse-Gymnasium,kontakt@hesse-kreuzberg.de,http://www.hesse-kreuzberg.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Böckhstr. 16,10967,52.493579,13.419151,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G01,03G01,Schule am Hamburger Platz (Grundschule),info@schule-am-hamburger-platz.de,http://www.schule-am-hamburger-platz.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Gustav-Adolf-Str. 21,13086,52.55381,13.43681,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G02,03G02,Heinrich-Roller-Grundschule,sekretariat@roller.schule.berlin.de,http://www.Heinrich-Roller-Grundschule.de,,VDSL100 splitterlos,100,September 2019,,,,,Hauptstandort,Heinrich-Roller-Str. 18,10405,52.53064,13.42364,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G03,03G03,Grundschule am Kollwitzplatz,Sekretariat@gsak.schule.berlin.de,http://www.gs-am-Kollwitzplatz.de,,VDSL 50 IP,50,September 2019,,,,,Hauptstandort,Knaackstr. 67,10435,52.53768,13.41489,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G04,03G04,Grundschule an der Marie,Sekretariat@marie.schule.berlin.de,http://www.schule-an-der-Marie.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Christburger Str. 7,10405,52.536148,13.42559,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G05,03G05,Homer-Grundschule,post@homergs.de,http://www.homer-grundschule.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Pasteurstr. 10-12,10407,52.53371,13.43237,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
03G06,03G06,Bötzow-Grundschule,info@boetzow-grundschule.de,http://www.boetzow-grundschule.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,John-Schehr-Str. 38,10407,52.535104,13.439793,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G08,03G08,Grundschule am Planetarium,03G08@03G08.schule.berlin.de,http://www.gsap.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Ella-Kay-Str. 47,10405,52.54145,13.43118,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
03G09,03G09,Thomas-Mann-Grundschule,03g09@03g09.schule.berlin.de,http://www.thomas-mann-grundschule.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Greifenhagener Str. 58-59,10437,52.54663,13.41479,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G10,03G10,Grundschule am Hohen Feld,sekretariat@grundschule-amhohenfeld.de,http://grundschule-amhohenfeld.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Bedeweg 1,13125,52.61492,13.49606,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G11,03G11,Schule am Falkplatz (Grundschule),schulleiterin@schule-am-falkplatz.berlin,http://www.schule-am-falkplatz.berlin,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Gleimstr. 49,10437,52.54749,13.40538,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G12,03G12,Paul-Lincke-Grundschule,paul-lincke-grundschule@gmx.de,,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Pieskower Weg 39,10409,52.54129,13.44553,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G13,03G13,Rudolf-Dörrier-Grundschule,info@doerrier-grundschule.de,,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Kastanienallee 59,13158,52.59125,13.37612,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G14,03G14,Bornholmer Grundschule,bornholmer14@t-online.de,http://www.bornholmer-grundschule.de,,DSL 16.000,16,September 2019,,,,,Hauptstandort,Ibsenstr. 17,10439,52.55572,13.40768,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
03G15,03G15,Schule am Senefelderplatz,03g15@03g15.schule.berlin.de,http://www.schule-am-senefelderplatz.de,,DSL 16.000 RAM IP,15,September 2019,,,,,Hauptstandort,Schönhauser Allee 165,10435,52.534675,13.411884,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
03G16,03G16,Grundschule am Teutoburger Platz,schulleitung@teute.schule.berlin.de,http://www.schule-am-teute.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Templiner Str. 1-3,10119,52.533635,13.408651,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G17,03G17a,Grundschule am Weißen See,03G17@03G17.schule.berlin.de,,,unbekannt,-,September 2019,,,,,Hauptstandort,Amalienstr. 6,13086,52.555294,13.457004,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G17,03G17b,Grundschule am Weißen See,,,,DSL 6.000 RAM,6,September 2019,,,,,Filiale,Falkenberger Straße 31,13088,52.554136,13.476592,MagentaZuhause S,6 MBit/s,"2,4 MBit/s",300 MBit/s
03G18,03G18a,Picasso-Grundschule,sekretariat@picasso.schule.berlin.de,http://www.picasso-grundschule.de,,DSL 6.000,6,September 2019,,,,,Hauptstandort,Gounodstr. 71,13088,52.547032,13.460359,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G18,03G18b,Picasso-Grundschule,,,,VDSL 25,25,September 2019,,,,,Filiale,Smetanastr. 27,13088,52.547689,13.460009,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G20,03G20,Grundschule im Moselviertel,grundschule-im-moselviertel@gmx.de,http://www.moselschule.de,,DSL 6.000,6,September 2019,,,,,Hauptstandort,Brodenbacher Weg 31,13088,52.559028,13.475454,MagentaZuhause S,6 MBit/s,"2,4 MBit/s",300 MBit/s
03G21,03G21,Grundschule unter den Bäumen,gudbaeumen@t-online.de,http://www.gudbaeumen.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Alt-Blankenburg 26,13129,52.592262,13.454422,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G22,03G22,Grundschule am Wasserturm,gsamwasserturm@freenet.de,http://www.grundschule-am-wasserturm.com/,,DSL 16.000,16,September 2019,,,,,Hauptstandort,Tino-Schwierzina-Str. 66,13089,52.56546,13.43664,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
03G23,03G23,Grundschule Alt-Karow,grundschule-alt-karow@gmx.de,http://www.grundschule-alt-karow.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Bahnhofstr. 32,13125,52.609682,13.479743,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G24,03G24,Grundschule im Panketal,gs-im-panketal@gmx.de,http://www.grundschule-im-panketal.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Achillesstr. 31,13125,52.61986,13.486729,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G25,03G25,Carl-Humann-Grundschule,humann-grundschule@gmx.de,,,DSL 16.000 RAM,16,September 2019,,,,,Hauptstandort,Scherenbergstr. 7,10439,52.55101,13.42173,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G26,03G26,Arnold-Zweig-Grundschule,sekretariat@arnold-zweig.schule.berlin.de,http://www.arnold-zweig-grundschule.com,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Wollankstr. 131,13187,52.56868,13.40012,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
03G27,03G27,Elizabeth-Shaw-Grundschule,info@shaw-grundschule.de,http://shaw-grundschule.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Grunowstr. 17,13187,52.56831,13.41044,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G28,03G28a,Hasengrund-Schule (Grundschule),sekretariat@hasengrund.schule.berlin.de,http://www.hasengrund.edupage.org,,DSL 6.000 RAM,6,September 2019,,,,,Hauptstandort,Charlottenstr. 19,13156,52.59089,13.410577,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G28,03G28b,Hasengrund-Schule (Grundschule),,,,,,September 2019,,,,,Filiale,Hermann-Hesse-Str. 48-52,13156,52.577864,13.394298,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G29,03G29,Grundschule Am Sandhaus,sandhaus-gs@t-online.de,http://www.sandhaus-schule.cidsnet.de,,VDSL 25,25,September 2019,,,,,Hauptstandort,Wiltbergstr. 37-39,13125,52.637343,13.490967,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G32,03G32,Grundschule an den Buchen,sekretariat-gsbuchen@gmx.de,http://www.gs-buchen.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Wilhelm-Wolff-Str. 19,13156,52.579207,13.394536,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
03G33,03G33a,Jeanne-Barez-Schule,sekretariat@jeaba.de,http://www.jeanne-barez-schule.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Hauptstr. 66,13127,52.60417,13.43415,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
03G33,03G33b,Jeanne-Barez-Schule,,,,VDSL 25 IP,25,September 2019,,,,,Filiale,Berliner Straße 19,13127,52.600324,13.431823,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
03G34,03G34,Mendel-Grundschule,mendel-schule@t-online.de,,,DSL 16.000 RAM IP,16,September 2019,,,,,Hauptstandort,Stiftsweg 3,13187,52.573478,13.416325,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
03G35,03G35,Platanengrundschule,platanengrundschule@gmx.de,,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Hauptstr. 20,13159,52.618258,13.389549,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
03G36,03G36a,Elisabeth-Christinen-Grundschule,ecg.03g36@t-online.de,ecg.schule,,Kein Anschluss,,September 2019,,,,,Hauptstandort,Lindenberger Str. 12,13156,52.582736,13.417533,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
03G36,03G36b,Elisabeth-Christinen-Grundschule,,,,DSL 16000 RAM IP,16,September 2019,,,,,Filiale,Buchholzer Str. 3,13156,52.582633,13.407530,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
03G37,03G37,Klecks-Grundschule,sekretariat@klecks-grund.schule.berlin.de,,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Brixener Str. 40,13187,52.55989,13.40756,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
03G38,03G38a,Grundschule im Blumenviertel,Grundschule_im_Blumenviertel@t-online.de,http://www.grundschule-im-blumenviertel.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Syringenplatz 30,10407,52.535141,13.458074,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G38,03G38b,Grundschule im Blumenviertel,,,,VDSL 100,100,September 2019,,,,,Filiale,,,,,,,,
03G39,03G39,Grundschule Wolkenstein,sekretariat@wolkenstein.schule.berlin.de,http://www.gs-wolkenstein.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Neumannstr. 65,13189,52.56527,13.42024,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
03G40,03G40,Schule am Birkenhof,info@schule-am-birkenhof.de,http://www.schule-am-birkenhof.de,,VDSL 25,25,September 2019,,,,,Hauptstandort,Arnouxstr. 18,13127,52.60791,13.42388,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G41,03G41,Trelleborg-Schule,trelleborg-schule@t-online.de,http://www.trelleborg-schule.de,,DSL 16.000 RAM IP,16,September 2019,,,,,Hauptstandort,Eschengraben 40,13189,52.556012,13.421818,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
03G43,03G43,Grundschule Wilhelmsruh,sekretariat@grundschule-wilhelmsruh.de,http://www.grundschule-wilhelmsruh.de,,VDSL25,25,September 2019,,,,,Hauptstandort,Lessingstr. 44,13158,52.5903,13.36421,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
03G44,03G44,Georg-Zacharias-Grundschule,44.Grundschule-Pankow@web.de,http://44gspankow.be.schule.de,,DSL 6.000 RAM,6,September 2019,,,,,Hauptstandort,Sulzfelder Str. 15,13088,52.55219,13.47502,MagentaZuhause S,6 MBit/s,"2,4 MBit/s",300 MBit/s
03G45,03G45,Grundschule im Hofgarten,sekretariat@hofgarten.schule.berlin.de,http://www.grundschuleimhofgarten.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Danziger Str. 50,10435,52.53921,13.41918,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G46,03G46,Grundschule im Eliashof,sekretariat@03g46.schule.berlin.de,,,VDSL 50 IP,50,September 2019,,,,,Hauptstandort,Senefelderstr. 6,10437,52.540786,13.422734,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G47,03G47,Schule an der Strauchwiese,info@schuleanderstrauchwiese.de,http://www.schuleanderstrauchwiese.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Mendelstr. 54,13187,52.57805,13.41782,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03G48,03G48,Neugründung,,,,,-,September 2019,,,,,Hauptstandort,Conrad-Blenkle-Str. 20,10407,52.530214,13.447295,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03K01,03K01a,Kurt-Schwitters-Schule,ksoberlin.cids@t-online.de,,,VDSL 100,100,September 2019,,,,,Hauptstandort,Greifswalder Str. 25,10405,52.5314,13.42807,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03K01,03K01b,Kurt-Schwitters-Schule,,,,unbekannt,-,September 2019,,,,,Filiale,Bötzowstraße 11,10407,52.529939,13.431518,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03K02,03K02,Kurt-Tucholsky-Schule,sekretariat1@kto-berlin.de,http://www.kto-berlin.de,,VDSL 25,25,September 2019,,,,,Hauptstandort,Neumannstr. 9-11,13189,52.55812,13.42333,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
03K03,03K03,Konrad-Duden-Schule,konrad-duden-oberschule@gmx.de,http://www.isskd.de,,VDSL 25,25,September 2019,,,,,Hauptstandort,Rolandstr. 35,13156,52.58183,13.41744,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
03K04,03K04,Gustave-Eiffel-Schule,sekretariat@03K04.schule.berlin.de,http://www.gustave-eiffel-schule.de/,,DSL 16.000 RAM,16,September 2019,,,,,Hauptstandort,Hanns-Eisler-Str. 78-80,10409,52.540662,13.44844,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
03K05,03K05,Heinz-Brandt-Schule,kontakt@heinz-brandt-schule.de,http://www.heinz-brandt-schule.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Langhansstr. 120,13086,52.551192,13.441808,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03K06,03K06,Reinhold-Burger-Schule,Sekretariat@03k06.schule.berlin.de,http://www.reinhold-burger-schule.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Neue Schönholzer Str. 32,13187,52.56838,13.40303,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03K07,03K07,Tesla-Schule (Gemeinschaftsschule),sekretariat@tesla-schule.de,http://www.tesla-schule.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Rudi-Arndt-Str. 18,10407,52.529086,13.446061,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03K08,03K08,Hagenbeck-Schule,info@hagenbeck-schule.de,http://www.hagenbeck-schule.de,,DSL 6000,6,September 2019,,,,,Hauptstandort,Gustav-Adolf-Str. 60,13086,52.55879,13.44729,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
03K09,03K09,Janusz-Korczak-Schule,Janusz-Korczak-OR@web.de,,,VDSL 50 IP,50,September 2019,,,,,Hauptstandort,Dolomitenstr. 94,13187,52.562908,13.407559,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
03K10,03K10,Hufeland-Schule,sekretariat@hufelandschule.berlin,http://www.hufelandschule.berlin,,VDSL 100,100,September 2019,,,,,Hauptstandort,Walter-Friedrich-Str. 16-18,13125,52.63325,13.49373,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03K11,03K11,Wilhelm-von-Humboldt-Gemeinschaftsschule,sekretariat@wvh-gemeinschaftsschule.de,http://wvh-gemeinschaftsschule.de,,SVDSL 175,175,September 2019,,,,,Hauptstandort,Erich-Weinert-Str. 70,10439,52.54845,13.42476,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03S03,03S03,Helene-Haeusler-Schule,sekretariat@helene-haeusler-schule.de,http://www.helene-haeusler-schule.de,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Mendelssohnstr. 10,10405,52.5267,13.42002,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03S06,03S06,Schule am Birkenhof,info@schule-am-birkenhof.de,http://www.schule-am-birkenhof.de,,,-,September 2019,,,,,Hauptstandort,Arnouxstraße 18,13127,52.607855,13.424033,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03S07,03S07,Ausweichstandort für Schulen mit Baumaßnahmen,,,,DSL 16.000,16,September 2019,,,,,Hauptstandort,Hermann-Hesse-Str. 48,13156,52.577960,13.394423,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03S08,03S08a,Panke-Schule,kontakt@panke-schule.de,http://www.panke-schule.de,,VDSL 50 IP,50,September 2019,,,,,Hauptstandort,Galenusstr. 64,13187,52.57877,13.41699,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
03S08,03S08b,Panke-Schule,,,,VDSL 50 IP,50,September 2019,,,,,2. Anschluss,,,52.578894,13.417763,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
03S08,03S08c,Panke-Schule,,,,DSL 16.000,16,September 2019,,,,,Filiale,Klaustaler Straße 21A,13187,52.578561,13.419472,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
03S09,03S09,Schule an der Strauchwiese,info@schuleanderstrauchwiese.de,http://www.schuleanderstrauchwiese.de,,,-,September 2019,,,,,Hauptstandort,Mendelstr. 54,13187,52.578340,13.417743,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03S10,03S10a,Marianne-Buggenhagen-Schule,info.mbs-berlin@t-online.de,,,VDSL 25 IP,25,September 2019,,,,,Hauptstandort,Ernst-Busch-Str. 29,13125,52.62953,13.49149,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
03S10,03S10b,Marianne-Buggenhagen-Schule,,,,DSL 16.000,16,September 2019,,,,,Klinikschule/Haus 211,Schwanebecker Chaussee 50,13125,52.633192,13.508962,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
03Y03,03Y03,Käthe-Kollwitz-Gymnasium,sekretariat@kkos.net,http://www.kkos.net,,VDSL 100,100,September 2019,,,,,Hauptstandort,Dunckerstr. 65-66,10439,52.5458,13.42271,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03Y04,03Y04,Heinrich-Schliemann-Gymnasium,schulleitung@hsg-berlin.de,http://www.hsg-berlin.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Dunckerstr. 64,10439,52.54663,13.42365,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
03Y08,03Y08,Carl-von-Ossietzky-Gymnasium,sekretariat@cvo.berlin,https://cvo.berlin,,SVDSL 175 IP,175,September 2019,,,,,Hauptstandort,Görschstr. 42-44,13187,52.566429,13.40007,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03Y10,03Y10a,Rosa-Luxemburg-Gymnasium,sekretariat@rlo-berlin.de,http://www.rlo-berlin.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Kissingenstr. 12,13189,52.56669,13.41948,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03Y10,03Y10b,Rosa-Luxemburg-Gymnasium,,,,,,September 2019,,,,,Filiale,Borkumstraße 13,13189,52.565021,13.418947,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03Y13,03Y13a,Felix-Mendelssohn-Bartholdy-Gymnasium,sekretariat@fmbg.schule.berlin.de,http://www.fmbg-berlin.de,,VDSL 25,25,September 2019,,,,,Hauptstandort,Eugen-Schönhaar-Str. 18,10407,52.537087,13.437857,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03Y13,03Y13b,Felix-Mendelssohn-Bartholdy-Gymnasium,,,,VDSL 50 IP,50,September 2019,,,,,Filiale,Pasteurstr. 7-11,10407,52.534084,13.432526,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
03Y14,03Y14a,Primo-Levi-Gymnasium,sekretariat@plg-berlin.de,http://www.plg-berlin.de,,VDSL 50 IP,50,September 2019,,,,,Hauptstandort,Pistoriusstr. 133,13086,52.5516,13.45369,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
03Y14,03Y14b,Primo-Levi-Gymnasium,,,,VDSL 50 IP,50,September 2019,,,,,Filiale,Woelckpromenade 38,13086,52.553637,13.453551,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
03Y15,03Y15a,Max-Delbrück-Gymnasium,sekretariat@max-delbrueck-gymnasium.de,https://max-delbrueck-gymnasium.de/,,VDSL 50 IP,50,September 2019,,,,,Hauptstandort,Kuckhoffstr. 2-22,13156,52.583884,13.402118,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
